,bedrooms,bathrooms,log_sqft_living,sqft_above,sqft_living15,floors,waterfront,view,condition,grade,month_sold,age
330,3,2.5,7.709756864454165,2230,2480,2.0,0.0,0.0,3,7,5,18
331,2,1.0,7.215239978730097,1360,2830,1.0,0.0,0.0,3,7,7,90
332,3,1.75,7.3777589082278725,1600,1510,1.0,0.0,0.0,3,8,12,38
333,3,3.25,7.22983877815125,1380,1310,3.0,0.0,0.0,3,8,6,14
334,2,1.0,7.1929342212158,850,1200,1.0,0.0,0.0,3,6,7,112
335,3,2.5,7.047517221357296,1150,1180,3.0,0.0,0.0,3,7,6,15
336,4,1.5,7.659171367666058,2120,2000,2.0,0.0,0.0,3,7,5,48
337,4,2.5,7.610357618312838,2019,1950,2.0,0.0,3.0,3,8,2,14
338,3,1.75,7.371489295214277,1590,2040,1.0,0.0,0.0,3,8,4,59
339,4,2.75,7.940939762327791,1640,2400,1.0,0.0,0.0,4,8,7,44
340,4,2.5,8.157657015196472,3490,2540,1.5,0.0,0.0,4,8,8,53
341,3,1.75,7.580699752224563,980,1380,1.0,0.0,0.0,4,7,9,72
342,3,2.25,7.258412150595307,1420,1530,3.0,0.0,0.0,3,8,7,16
343,4,3.75,8.174702882469461,3550,4340,2.0,0.0,0.0,3,11,8,18
344,4,3.25,8.199738960630786,2570,2760,1.0,0.0,0.0,3,9,4,98
345,2,1.0,6.856461984594587,950,1690,1.0,0.0,0.0,3,5,8,90
346,3,2.25,7.8709295967551425,1660,1820,1.0,0.0,0.0,3,7,11,46
347,5,1.75,8.083328608786376,2690,2650,2.0,0.0,0.0,4,7,5,59
348,3,2.75,7.4205789054108005,1670,1370,1.5,0.0,0.0,4,7,12,97
349,4,2.5,7.489970898834801,1290,1730,1.0,0.0,0.0,4,7,4,41
350,4,2.25,7.783224016336037,2400,1610,2.0,0.0,0.0,4,7,1,49
351,3,1.75,8.107720061910534,2260,2960,1.5,0.0,3.0,4,8,6,89
352,3,2.0,7.138866999945524,1260,1590,2.0,0.0,0.0,3,7,1,35
353,3,1.5,7.081708586105575,1190,1390,1.0,0.0,0.0,3,7,8,66
354,4,2.5,7.6544432264701125,2110,2350,2.0,0.0,0.0,4,7,3,45
355,2,1.0,6.84587987526405,940,1370,1.0,0.0,0.0,4,6,7,96
356,3,1.5,7.154615356913663,1280,1150,2.0,0.0,0.0,4,6,11,37
357,3,2.5,7.360103972989152,1572,1608,2.0,0.0,0.0,3,8,4,9
358,3,2.5,8.080237416216702,2430,1820,2.0,0.0,2.0,5,8,7,77
359,3,2.5,7.3901814282264295,1620,1620,1.0,0.0,2.0,4,6,3,62
360,2,1.0,7.162397497355718,1030,1290,2.0,0.0,0.0,3,7,3,17
361,5,1.75,7.859413154693583,1390,2580,1.0,0.0,0.0,4,7,3,59
362,3,3.5,7.438383530044307,1260,1360,2.0,0.0,0.0,3,8,9,12
363,3,1.75,7.8709295967551425,1320,2170,1.0,0.0,0.0,4,8,5,45
364,7,3.5,8.442469645220301,2860,3230,2.0,0.0,1.0,3,11,6,57
365,2,1.0,6.802394763324311,900,1460,1.0,0.0,0.0,3,7,7,78
366,4,2.5,8.07153089355666,3202,2425,2.0,0.0,0.0,3,9,10,8
367,4,1.0,7.450079569807499,1720,1580,1.5,0.0,0.0,4,7,6,118
368,3,3.25,7.7142311448490855,1540,1800,2.0,0.0,0.0,3,9,4,33
369,4,1.0,7.600902459542082,2000,1260,2.0,0.0,0.0,4,7,1,111
370,5,2.25,7.859413154693583,1510,1930,1.0,0.0,0.0,3,8,2,49
371,3,1.75,7.8632667240095735,1700,2940,1.0,0.0,0.0,4,8,10,55
372,4,2.5,7.3901814282264295,1620,1480,2.0,0.0,0.0,4,7,3,39
373,3,1.5,7.286191714702382,1460,1610,1.0,0.0,0.0,3,7,1,66
374,4,2.5,8.080237416216702,3230,2950,2.0,0.0,0.0,3,9,10,14
375,3,4.5,8.281470857895167,2880,3050,2.0,0.0,3.0,3,11,12,24
376,3,2.75,7.215239978730097,1140,1700,1.0,0.0,2.0,4,7,2,67
377,3,2.5,7.461640392208575,1130,1740,2.0,0.0,0.0,3,8,10,27
378,4,2.5,7.847762537473608,2560,2560,2.0,0.0,0.0,3,8,11,15
379,2,2.0,6.975413927455952,1070,1430,1.0,0.0,0.0,4,7,11,42
380,2,1.0,6.76849321164863,870,1020,1.0,0.0,0.0,4,6,12,65
381,5,3.25,8.258422462458876,3860,3860,2.0,0.0,2.0,3,9,4,16
382,3,1.75,7.6638772587034705,1090,1590,1.0,0.0,0.0,4,7,10,66
383,4,2.5,8.323608442343572,2070,3620,1.0,1.0,4.0,3,8,4,57
384,3,1.0,6.917705609835305,1010,1010,1.0,0.0,0.0,5,7,11,67
385,3,1.75,7.286191714702382,1460,1220,2.0,0.0,0.0,3,7,1,94
386,3,1.0,7.1308988302963465,1250,1540,1.0,0.0,0.0,4,7,5,66
387,4,1.5,7.3777589082278725,1600,1540,1.0,0.0,0.0,4,7,6,63
388,3,3.0,7.787382026484701,2410,2610,2.0,0.0,2.0,3,7,6,80
389,6,2.0,7.779048644925556,2390,2250,1.5,0.0,0.0,4,7,9,97
390,3,1.0,7.1308988302963465,1250,1300,1.0,0.0,0.0,4,6,10,95
391,3,2.5,7.8709295967551425,2620,1670,2.0,0.0,3.0,3,7,11,12
392,3,1.0,7.251344983372214,1410,1580,1.0,0.0,0.0,3,7,7,68
393,3,1.0,7.122866658599083,1240,1810,1.0,0.0,0.0,5,7,9,63
394,6,4.5,8.416267272826277,3580,2870,2.0,0.0,0.0,3,9,3,69
395,3,2.5,7.635303886259415,1780,2070,1.5,0.0,0.0,5,8,1,91
396,3,1.0,6.84587987526405,940,1250,1.0,0.0,0.0,3,7,9,65
397,3,1.0,7.6638772587034705,2130,1780,1.5,0.0,0.0,3,7,9,105
398,4,2.5,7.779048644925556,1590,1900,1.0,0.0,0.0,3,9,12,47
399,3,2.5,7.5443321080536885,1890,1700,2.0,0.0,0.0,3,7,3,26
400,2,1.0,6.984716320118266,1080,1520,1.5,0.0,0.0,3,7,3,78
401,3,2.25,7.731930721948486,2280,1920,2.0,0.0,0.0,3,8,9,45
402,4,2.5,7.965545573129992,1780,2500,1.0,0.0,0.0,3,8,3,45
403,4,1.0,7.687080155783135,2180,1360,1.5,0.0,0.0,3,7,12,72
404,3,2.5,7.461640392208575,1130,2000,1.0,0.0,0.0,4,8,3,45
405,3,2.25,7.222566018822171,1370,1600,2.0,0.0,0.0,3,7,4,32
406,4,2.5,7.762170607138205,2350,2330,2.0,0.0,0.0,3,8,10,25
407,3,1.0,6.84587987526405,940,2090,1.0,0.0,0.0,3,7,6,57
408,3,1.5,7.5443321080536885,1890,1510,1.0,0.0,0.0,5,7,12,56
409,4,3.5,8.160518247477505,3500,2630,2.0,0.0,0.0,3,10,9,23
410,4,2.25,7.828038032125829,2200,3110,1.0,0.0,0.0,4,9,11,55
411,2,1.0,7.05617528410041,1160,1510,1.0,1.0,4.0,3,6,10,77
412,5,2.5,8.1886891244442,2410,2620,1.0,0.0,0.0,4,8,6,54
413,3,2.5,7.478734825567875,1770,1490,2.0,0.0,0.0,3,7,3,18
414,3,2.5,8.205218426395412,3260,2700,2.0,0.0,2.0,4,9,7,33
415,3,1.0,7.098375638590786,1210,1210,1.0,0.0,0.0,4,7,12,66
416,3,2.0,7.620705086838262,810,1460,1.0,0.0,0.0,3,6,8,112
417,4,2.5,7.795646536334594,2430,2430,2.0,0.0,0.0,4,8,9,19
418,3,2.25,7.24422751560335,1400,2110,2.0,0.0,0.0,3,7,8,10
419,4,2.75,7.620705086838262,1260,2470,1.0,0.0,0.0,4,8,10,48
420,2,2.25,7.700747794511798,1410,2140,1.0,0.0,0.0,4,8,8,54
421,4,1.75,7.832014180505469,1260,2360,1.0,0.0,2.0,5,7,2,67
422,2,1.0,7.003065458786462,900,1110,1.0,0.0,0.0,3,7,5,72
423,3,2.25,7.371489295214277,1590,1590,2.0,0.0,0.0,4,7,5,31
424,3,1.75,7.6708948313621175,2145,1140,1.5,0.0,0.0,5,8,11,112
425,4,2.25,7.762170607138205,2350,2090,2.0,0.0,0.0,3,8,9,54
426,3,2.25,7.438383530044307,1700,1930,2.0,0.0,0.0,3,7,4,38
427,2,1.0,7.1308988302963465,1250,1710,1.0,0.0,0.0,4,7,6,75
428,3,2.25,7.489970898834801,1220,2040,1.0,0.0,0.0,3,7,9,48
429,3,1.5,7.293017679772782,1470,1530,2.0,0.0,0.0,4,7,6,115
430,3,1.5,7.146772179452637,1150,1990,1.0,0.0,0.0,2,7,6,74
431,3,2.5,7.3777589082278725,1600,1410,2.0,0.0,0.0,2,7,1,29
432,4,1.0,7.215239978730097,1360,1010,1.5,0.0,0.0,2,6,10,122
433,4,2.25,7.5652752818989315,1360,1760,1.0,0.0,0.0,4,7,6,34
434,2,1.75,7.454719949364001,1728,1720,1.0,0.0,3.0,3,9,9,10
435,3,1.0,7.106606137727303,1060,1350,1.0,0.0,0.0,3,7,8,95
436,4,4.0,8.140315540159985,2390,3240,2.0,0.0,0.0,4,10,11,36
437,4,2.5,8.113726085970747,3340,3030,2.0,0.0,0.0,3,8,4,13
438,4,2.5,8.207946941048617,3670,2840,2.0,0.0,0.0,4,9,12,28
439,4,3.25,8.080237416216702,3230,2980,2.0,0.0,0.0,3,9,11,8
440,3,1.5,6.917705609835305,1010,1400,1.0,0.0,0.0,4,7,6,60
441,2,1.0,6.907755278982137,1000,1280,1.0,0.0,0.0,4,7,9,104
442,4,2.75,7.723120092266331,2260,1870,1.0,0.0,0.0,4,8,8,66
443,3,2.25,7.700747794511798,1510,2470,1.0,0.0,0.0,5,8,10,46
444,5,2.75,7.940939762327791,1440,2480,1.0,0.0,0.0,3,8,12,58
445,4,3.0,8.411832675758411,3040,3540,2.0,0.0,2.0,3,9,6,42
446,5,1.75,7.5443321080536885,1890,2350,1.0,0.0,0.0,4,7,1,62
447,4,2.5,7.8898337513942955,1940,1470,2.0,0.0,0.0,3,8,8,93
448,3,1.0,7.237059026124737,1390,1390,1.0,0.0,0.0,4,7,5,54
449,3,1.0,7.371489295214277,1280,2140,1.0,0.0,1.0,3,8,8,74
450,4,2.5,7.659171367666058,1620,1570,1.0,0.0,0.0,4,7,5,62
451,3,1.5,7.1853870155804165,1320,1560,3.0,0.0,0.0,3,8,4,14
452,4,2.5,7.975908360165538,2910,3190,2.0,0.0,2.0,3,9,6,16
453,2,1.5,7.6638772587034705,2130,2670,1.0,0.0,0.0,4,7,1,59
454,5,2.75,8.229511118964457,3750,3450,2.0,0.0,0.0,3,9,12,21
455,6,3.25,8.177515823846075,2760,3210,1.5,0.0,0.0,4,8,9,59
456,3,2.75,8.27893600229198,2140,3390,1.0,0.0,4.0,5,9,10,55
457,3,1.5,7.003065458786462,1100,1430,1.0,0.0,0.0,4,7,2,57
458,4,3.5,8.098642843759418,3290,3290,2.0,0.0,0.0,3,9,9,10
459,3,2.5,7.904703913873747,2710,2730,2.0,0.0,0.0,3,9,4,24
460,3,2.0,7.05617528410041,790,1160,2.0,0.0,0.0,3,7,10,15
461,3,2.5,7.9996785794994505,2980,3010,2.0,0.0,0.0,3,8,12,16
462,4,2.0,7.495541943884256,1000,1690,1.0,0.0,0.0,4,7,6,99
463,4,2.25,7.731930721948486,1660,2590,1.0,0.0,0.0,3,8,12,45
464,2,2.25,7.064759027791802,1170,1310,3.0,0.0,0.0,3,8,7,15
465,3,1.0,7.402451520818244,1090,1550,1.0,0.0,0.0,4,7,6,68
466,3,2.5,8.143226750367445,3440,3990,2.0,0.0,0.0,3,11,8,31
467,3,1.0,7.122866658599083,1240,1550,1.0,0.0,0.0,4,7,12,72
468,3,2.5,7.799753318287247,2440,2690,2.0,0.0,0.0,3,8,5,11
469,3,2.5,7.77485576666552,2380,2580,2.0,0.0,0.0,3,8,6,20
470,2,1.75,7.265429723253953,1430,1290,1.0,0.0,0.0,3,7,3,39
471,5,3.5,7.914983005848394,2738,2738,2.0,0.0,0.0,3,8,9,8
472,3,1.75,7.512071245835466,1430,2140,1.0,0.0,1.0,3,8,8,64
473,4,3.5,8.268731832117737,3900,3820,2.0,0.0,0.0,3,10,5,16
474,2,1.0,6.606650186198215,740,1900,1.0,0.0,0.0,5,6,10,98
475,3,1.0,7.106606137727303,1220,1380,1.0,0.0,0.0,4,7,10,68
476,2,1.5,7.05617528410041,1020,1210,2.0,0.0,0.0,3,8,3,15
477,4,1.5,7.489970898834801,1020,1680,1.0,0.0,0.0,4,7,9,99
478,5,2.5,8.207946941048617,3670,2340,1.5,0.0,0.0,3,8,3,49
479,4,2.75,7.570443252057374,1940,1840,2.0,0.0,0.0,3,8,6,32
480,4,2.5,8.080237416216702,3230,2720,2.0,0.0,0.0,3,8,8,10
481,3,2.5,7.146772179452637,1270,1320,3.0,0.0,0.0,3,8,5,21
482,3,1.0,7.501082124259871,1360,1400,1.0,0.0,0.0,4,7,3,81
483,2,1.0,6.897704943128636,990,1300,1.0,0.0,0.0,4,6,10,69
484,3,2.5,7.560080465021827,1920,1380,2.0,0.0,0.0,3,8,2,36
485,3,1.75,7.847762537473608,1970,1970,1.0,0.0,0.0,3,7,10,63
486,3,1.5,7.306531398939505,1490,1330,1.0,0.0,0.0,4,6,8,104
487,4,2.5,7.52294091807237,1210,1650,1.5,0.0,0.0,3,7,7,41
488,4,2.25,7.958576903813898,1640,2670,1.0,0.0,0.0,3,8,3,45
489,3,3.0,7.6544432264701125,1110,1730,1.0,0.0,2.0,4,7,7,57
490,4,2.0,7.081708586105575,1190,1190,1.5,0.0,0.0,3,7,10,77
491,5,1.75,7.1308988302963465,1250,1560,1.0,0.0,0.0,4,7,5,56
492,4,1.5,7.560080465021827,1920,1400,1.0,0.0,0.0,4,7,3,60
493,2,1.75,7.644919344958857,1090,1940,1.0,0.0,0.0,5,7,8,91
494,4,1.5,7.251344983372214,1410,1410,1.0,0.0,0.0,4,7,2,56
495,4,2.0,7.24422751560335,1400,1400,1.5,0.0,0.0,5,6,10,92
496,3,2.25,7.590852123688581,1980,2800,1.0,0.0,0.0,3,8,7,63
497,3,2.0,7.528331766707247,930,1980,1.0,0.0,0.0,4,7,9,39
498,3,2.0,7.644919344958857,1490,2090,1.5,0.0,0.0,4,8,3,92
499,5,2.5,7.979338895262328,2320,2970,2.0,0.0,0.0,3,8,6,116
500,4,2.5,7.982757702011113,2930,2600,2.0,0.0,0.0,3,9,9,17
501,3,2.5,7.501082124259871,1810,1560,2.0,0.0,0.0,3,8,5,14
502,3,2.0,7.506591780070841,1720,2220,1.5,0.0,0.0,4,8,6,81
503,4,1.75,7.438383530044307,850,1620,1.0,0.0,0.0,3,7,11,67
504,3,1.75,7.659171367666058,1260,2040,1.0,0.0,0.0,3,8,10,41
505,3,1.5,7.3395376954076745,1540,1710,1.0,0.0,0.0,3,7,12,45
506,4,2.5,7.908387159290043,2720,2720,2.0,0.0,0.0,3,9,7,33
507,2,3.25,7.90100705199242,2700,2710,3.0,1.0,3.0,3,9,7,32
508,3,2.0,7.649692623711514,2100,1860,1.0,0.0,0.0,3,8,8,12
509,3,2.25,7.272398392570047,1130,1510,1.0,0.0,0.0,3,8,10,39
510,3,2.0,7.438383530044307,890,1440,1.0,0.0,0.0,3,6,5,78
511,6,4.0,8.405143687607614,3230,1790,3.0,0.0,3.0,3,9,2,9
512,3,1.75,7.7664168980196555,1180,1660,1.0,0.0,0.0,5,7,8,82
513,3,1.5,7.7142311448490855,1440,3150,2.0,0.0,1.0,3,9,10,45
514,3,1.0,6.802394763324311,900,1220,1.0,0.0,0.0,4,6,5,63
515,3,2.5,7.1929342212158,1330,1330,3.0,0.0,0.0,3,8,9,18
516,3,1.0,6.927557906278317,880,1800,1.0,0.0,0.0,3,6,4,72
517,2,1.5,7.580699752224563,1210,2060,1.0,0.0,0.0,3,8,2,71
518,3,1.75,7.3777589082278725,1600,1200,1.0,0.0,0.0,5,7,10,74
519,4,1.75,7.4205789054108005,1670,2360,1.0,0.0,0.0,5,8,4,49
520,3,2.5,7.795646536334594,2430,1770,2.0,0.0,0.0,3,8,11,15
521,3,2.25,7.371489295214277,1590,1640,3.0,0.0,0.0,3,8,2,8
522,3,2.5,7.7706452341291765,2370,2660,2.0,0.0,0.0,3,9,5,19
523,3,2.5,7.450079569807499,1720,2280,2.0,0.0,0.0,3,8,12,29
524,4,2.75,8.116715624819111,3350,3625,2.0,0.0,0.0,3,9,8,8
525,3,1.0,7.122866658599083,1240,1140,1.5,0.0,0.0,5,6,8,69
526,3,2.5,7.904703913873747,2710,2720,2.0,0.0,0.0,3,7,2,19
527,3,2.25,7.687080155783135,1520,1850,1.5,0.0,0.0,5,8,9,83
528,4,2.5,7.506591780070841,1220,1860,1.0,0.0,0.0,4,7,8,47
529,2,2.0,7.07326971745971,590,1350,1.0,0.0,1.0,4,6,8,77
530,5,2.5,8.128585200374497,1750,2360,1.0,0.0,0.0,5,8,6,44
531,4,2.75,8.0925452638913,2720,2780,2.0,0.0,0.0,4,8,6,39
532,5,2.5,7.762170607138205,2350,1840,2.0,0.0,0.0,3,9,4,29
533,3,2.5,7.826842098158293,2507,1520,2.0,0.0,0.0,3,8,2,16
534,3,1.75,7.7406644019172415,2300,2720,1.0,0.0,2.0,3,8,12,67
535,3,2.5,7.408530566894626,1650,1650,2.0,0.0,0.0,3,8,4,23
536,4,4.75,8.428361977709622,3905,3900,2.5,0.0,2.0,5,10,7,96
537,3,2.75,7.517520850603031,1700,2590,2.0,0.0,0.0,3,10,12,9
538,3,1.5,6.802394763324311,900,1000,1.5,0.0,0.0,5,6,12,81
539,2,1.75,7.4205789054108005,1670,1340,2.0,0.0,0.0,3,7,10,110
540,4,1.0,7.7706452341291765,1570,1640,1.5,0.0,0.0,4,7,12,74
541,5,3.25,8.286521373681236,2970,2520,2.0,0.0,2.0,3,9,11,43
542,3,2.5,7.484368643286131,1780,1780,3.0,0.0,0.0,3,8,9,15
543,4,2.0,7.272398392570047,1440,1500,1.0,0.0,0.0,3,5,2,79
544,4,1.75,7.824046010856292,1500,3750,1.0,0.0,0.0,4,8,5,52
545,3,2.75,7.7406644019172415,1430,2070,1.0,0.0,0.0,3,7,8,57
546,3,2.75,7.843848638152472,1980,2180,2.0,0.0,0.0,4,8,8,55
547,4,1.75,7.432483807917119,1690,1350,1.0,0.0,0.0,3,7,12,65
548,2,1.0,6.84587987526405,940,1290,1.0,0.0,0.0,3,5,8,75
549,3,2.25,7.635303886259415,1440,2070,1.0,0.0,0.0,3,8,1,45
550,3,2.25,7.495541943884256,1300,1680,1.0,0.0,0.0,4,7,12,63
551,2,1.0,7.106606137727303,1220,2010,1.0,0.0,0.0,4,7,12,59
552,3,1.75,7.600902459542082,1110,1750,1.0,0.0,0.0,4,7,5,101
553,3,2.5,7.859413154693583,2590,2600,2.0,0.0,0.0,3,9,6,34
554,4,2.5,7.820037989458753,2490,2760,2.0,0.0,0.0,3,7,6,21
555,3,2.75,7.495541943884256,1320,1890,1.0,0.0,0.0,4,7,5,56
556,5,3.5,8.692825760059396,4770,2810,2.0,0.0,2.0,3,10,5,38
557,3,1.75,7.371489295214277,1090,1540,1.0,0.0,0.0,4,7,10,42
558,6,1.75,7.517520850603031,1060,1680,1.0,0.0,0.0,3,7,6,122
559,3,2.5,7.265429723253953,1430,1360,3.0,0.0,0.0,3,7,11,15
560,4,2.5,7.873978379604501,2628,2849,2.0,0.0,0.0,3,9,4,8
561,3,2.0,7.31986492980897,1510,1780,1.0,0.0,0.0,4,7,11,48
562,1,1.0,6.253828811575473,520,800,1.0,0.0,0.0,3,5,12,92
563,4,1.75,7.762170607138205,2350,3050,1.0,0.0,2.0,3,8,11,63
564,3,2.5,7.8399193600125825,1880,2110,1.0,0.0,0.0,4,8,7,85
565,3,1.5,7.299797366758161,1480,1450,1.0,0.0,0.0,4,7,7,63
566,2,1.0,7.1853870155804165,1320,1430,1.0,0.0,0.0,3,7,3,56
567,4,2.5,7.955074273262696,2850,1720,2.0,0.0,0.0,3,8,11,24
568,4,2.5,7.828038032125829,1610,2080,1.0,0.0,0.0,4,8,7,45
569,4,1.75,7.3901814282264295,1380,2170,1.0,0.0,3.0,4,7,4,75
570,4,2.25,7.757906208351747,1170,1810,1.0,0.0,0.0,3,8,7,39
571,4,3.5,8.03268487596762,3080,2950,2.0,0.0,0.0,3,9,10,19
572,3,2.0,7.122866658599083,1240,1480,1.0,0.0,0.0,3,7,5,55
573,6,1.75,7.783224016336037,1400,1980,1.5,0.0,0.0,3,7,3,47
574,2,1.0,7.1308988302963465,850,1520,1.0,0.0,0.0,4,7,3,111
575,4,1.5,7.533693709848633,1870,1550,2.0,0.0,0.0,3,7,8,66
576,4,2.5,7.8709295967551425,2620,2030,2.0,0.0,0.0,3,8,8,8
577,4,2.25,7.61085279039525,1760,3100,1.0,0.0,3.0,4,9,8,81
578,3,2.5,7.745002803515839,2310,2230,2.0,0.0,0.0,4,8,10,33
579,2,1.0,6.579251212010101,720,1100,1.0,0.0,0.0,3,6,4,73
580,3,2.5,7.727535110475448,2270,2160,2.0,0.0,0.0,3,8,7,36
581,3,1.75,7.326465613840322,1520,1760,1.0,0.0,0.0,4,7,8,65
582,5,2.0,7.783224016336037,1900,1520,1.5,0.0,0.0,3,8,12,111
583,4,3.75,8.357024439263416,4260,1950,2.0,0.0,0.0,3,10,7,14
584,4,1.5,8.0040315078527,2233,2060,2.0,0.0,0.0,4,7,7,101
585,3,2.5,8.04237800517328,2430,2420,2.0,0.0,0.0,3,8,3,27
586,4,3.25,8.0519780789023,2300,1300,2.0,0.0,0.0,3,7,10,30
587,3,1.0,7.170119543449628,1300,2440,1.0,0.0,0.0,4,7,12,79
588,4,2.5,7.820037989458753,2490,2510,2.0,0.0,0.0,3,7,12,21
589,6,4.5,8.128585200374497,2440,2040,2.0,0.0,0.0,3,8,1,15
590,3,2.25,7.580699752224563,1490,1580,1.0,0.0,0.0,3,7,8,38
591,5,3.25,8.630521876723241,3440,3470,2.0,0.0,0.0,3,10,4,34
592,5,2.75,7.799753318287247,2440,2300,2.0,0.0,0.0,3,8,9,19
593,4,2.5,7.495541943884256,1800,1800,2.0,0.0,0.0,3,8,1,21
594,4,2.5,8.143226750367445,3440,3150,2.0,0.0,0.0,3,9,4,28
595,4,2.75,8.07402621612406,1810,1840,1.0,0.0,0.0,5,7,7,47
596,3,1.75,7.90100705199242,1510,1620,1.0,0.0,0.0,4,7,10,55
597,3,2.5,7.8709295967551425,2620,2190,2.0,0.0,0.0,3,8,2,31
598,4,1.75,7.528331766707247,1860,1860,1.0,0.0,0.0,4,8,9,58
599,3,2.0,7.517520850603031,1040,1600,1.0,0.0,0.0,4,7,4,47
600,4,1.75,7.687080155783135,1180,2180,1.0,0.0,0.0,3,8,5,72
601,3,1.75,7.251344983372214,1410,1550,1.0,0.0,0.0,3,7,9,40
602,4,2.5,7.901377353792616,2701,2566,2.0,0.0,0.0,3,7,10,9
603,4,2.0,7.4673710669175595,1050,1640,1.0,0.0,0.0,4,7,12,48
604,3,2.0,7.090076835776092,1200,1280,1.5,0.0,0.0,5,6,2,73
605,2,2.0,6.993932975223189,1090,1090,3.0,0.0,0.0,3,8,6,14
606,4,2.5,8.221478947267192,3720,3515,2.0,0.0,0.0,3,10,12,23
607,3,2.5,7.333023014386481,1530,1530,3.0,0.0,0.0,3,8,12,13
608,3,1.75,7.146772179452637,1270,1830,1.0,0.0,0.0,4,7,3,42
609,3,1.5,7.484368643286131,1780,1130,1.0,0.0,0.0,3,7,5,69
610,2,1.0,6.966024187106113,1060,1730,1.5,0.0,0.0,4,6,6,79
611,4,2.5,7.867871490396322,2612,2419,2.0,0.0,0.0,3,8,2,8
612,3,1.0,6.866933284461882,960,1670,1.0,0.0,0.0,5,7,1,53
613,5,3.0,7.807916628926408,1840,2530,1.0,0.0,0.0,3,9,7,31
614,3,2.0,7.333023014386481,990,1880,1.0,0.0,0.0,3,7,8,115
615,4,2.75,7.795646536334594,2430,2580,1.0,0.0,0.0,3,7,5,55
616,3,1.75,7.461640392208575,1500,2240,1.0,0.0,0.0,3,8,12,74
617,3,2.5,7.7706452341291765,2370,2690,2.0,0.0,0.0,3,7,8,18
618,2,1.0,7.1308988302963465,1040,1550,1.0,0.0,0.0,3,6,3,97
619,3,3.0,7.237059026124737,1140,1450,2.0,0.0,0.0,3,7,6,16
620,3,1.75,7.299797366758161,1480,1920,1.0,0.0,0.0,4,8,7,51
621,3,2.75,7.549609165154532,1410,1350,1.0,0.0,0.0,5,7,6,80
622,2,1.5,7.038783541388542,1140,1300,1.0,0.0,0.0,4,6,10,97
623,3,1.0,7.07326971745971,1180,1340,1.0,0.0,0.0,3,7,10,67
624,3,1.75,7.265429723253953,1430,2100,2.0,0.0,0.0,3,8,11,37
625,4,2.5,8.048788283534199,3130,2470,2.0,0.0,0.0,3,10,7,9
626,3,2.25,8.405143687607614,3240,2930,2.0,0.0,2.0,3,9,7,69
627,3,1.75,7.605890001053122,2010,2030,1.0,0.0,0.0,4,8,5,48
628,3,1.0,6.917705609835305,1010,1590,1.0,0.0,0.0,5,6,8,74
629,2,1.75,6.966024187106113,760,1060,2.0,0.0,0.0,3,7,10,19
630,2,1.0,6.917705609835305,1010,1630,1.0,0.0,2.0,4,6,3,98
631,3,2.25,7.700747794511798,1540,2230,1.0,0.0,0.0,3,7,3,55
632,3,2.5,7.138866999945524,1260,1270,3.0,0.0,0.0,3,8,9,18
633,3,1.0,7.438383530044307,1700,1500,1.0,0.0,0.0,3,6,5,67
634,4,2.5,7.554858521040676,1910,2010,2.0,0.0,0.0,3,7,8,17
635,3,1.0,7.313220387090301,1500,1730,1.0,0.0,0.0,2,6,9,52
636,3,2.25,7.402451520818244,1240,1200,1.0,0.0,0.0,3,7,5,45
637,6,2.75,8.131530710604252,2860,1800,2.0,0.0,2.0,3,8,1,45
638,3,1.75,7.630461261783627,1180,1730,1.5,0.0,0.0,3,7,11,117
639,4,1.75,7.560080465021827,1470,1820,1.0,0.0,0.0,4,7,3,56
640,4,2.5,8.0519780789023,3140,3000,2.0,0.0,0.0,3,9,5,31
641,3,2.5,7.396335293800808,1320,1920,2.0,0.0,0.0,3,8,5,25
642,3,2.5,7.200424892944957,1340,990,2.0,0.0,0.0,3,7,3,20
643,3,2.0,7.162397497355718,1290,1290,3.0,0.0,0.0,3,8,8,21
644,5,5.75,9.126958763037132,6200,3560,2.0,0.0,0.0,3,13,8,21
645,5,3.0,8.15478757276852,3480,2800,2.0,0.0,0.0,3,8,2,10
646,4,1.75,7.787382026484701,2060,2520,2.0,0.0,3.0,4,8,10,86
647,4,2.5,7.955074273262696,2850,2850,2.0,0.0,0.0,3,8,6,18
648,3,1.75,7.3777589082278725,1600,1580,1.0,0.0,0.0,5,7,7,67
649,5,3.0,8.316300249036848,2090,2540,1.0,0.0,2.0,4,10,11,36
650,3,1.0,6.84587987526405,940,1180,1.0,0.0,0.0,3,6,11,63
651,4,2.5,8.077136638538454,3220,3090,2.0,0.0,0.0,3,10,11,29
652,3,1.75,7.575584651557793,1950,1950,1.0,0.0,0.0,4,7,5,60
653,1,1.0,6.709304340258298,760,1770,1.0,0.0,0.0,3,8,9,15
654,4,1.0,7.549609165154532,1200,1440,1.0,0.0,0.0,3,7,8,66
655,4,1.5,7.293017679772782,1470,1470,1.5,0.0,0.0,3,7,7,76
656,3,2.5,7.8898337513942955,2670,2490,2.0,0.0,0.0,3,9,5,33
657,4,2.5,7.6544432264701125,2110,1950,2.0,0.0,0.0,3,7,3,9
658,3,1.75,7.461640392208575,1740,1740,1.5,0.0,0.0,3,8,4,119
659,4,2.5,7.6638772587034705,1290,1770,1.0,0.0,0.0,3,8,9,44
660,5,3.75,8.11969625295725,2640,1930,2.0,0.0,0.0,3,8,10,59
